Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Sterling Brown,SMU,34,23.9,1.9,3.6,0.525,0.6,1.3,0.444,0.9,1.1,0.784,0.9,1.9,1.5,3,4.5,2.1,0.9,0.2,5.2
Curtis Washington,GSU,35,17.1,2,3.6,0.56,0,0,0,1.2,1.5,0.778,0.9,2.1,1.7,2.5,4.2,0.2,0.3,1.3,5.2
Frank Snow,SUBR,31,16.2,1.8,3.9,0.471,0,0,0,1.5,2.6,0.573,0.9,2.2,1.5,2,3.5,0.2,0.2,1.3,5.2
Rokas Gustys,HOF,27,16.5,2.2,3.8,0.573,0,0,0,0.8,2,0.415,1.1,3.1,2.7,3,5.7,0.8,0.8,0.4,5.2
Matt Willms,UTEP,27,18.6,2,3.6,0.551,0,0,0,1.2,1.9,0.627,1,2,1.2,3.1,4.3,0.9,0.5,1.1,5.2
Ehab Amin,TAMU-CC,33,15,1.7,4,0.427,0.3,1.6,0.192,1.5,2.2,0.69,1.2,2.2,0.4,2,2.4,0.8,1.1,0.2,5.2
Doug Brooks,VCU,33,15.1,1.8,4.4,0.421,0.9,2.3,0.408,0.5,0.9,0.621,0.8,2.3,0.3,1.7,2,0.6,1.2,0.1,5.2
Aaron Adeoye,SEMO,30,20.1,2,4.4,0.45,0.1,0.4,0.231,1.1,1.6,0.694,1.4,2.8,1.3,2.8,4.1,0.8,0.6,0.6,5.2
Denzel Brito,L-MD,30,25.7,1.7,5.3,0.323,0.6,2.1,0.27,1.2,1.6,0.735,1.6,1.2,0.3,2.7,2.9,2.3,0.8,0,5.2
Steven Burrough,NC A&T,32,19.2,1.8,3.1,0.596,0,0,0,1.5,2.2,0.671,1,2.8,1.2,1.9,3.1,0.3,0.3,1.7,5.2
Nate Kratch,SCU,32,21,2,3.8,0.529,0,0.3,0.111,1.1,2.1,0.545,1,3.5,2.2,2.3,4.6,0.3,0.5,0.7,5.2
Nigel Johnson,KSU,32,17.9,1.6,4,0.398,0.6,1.8,0.339,1.3,2,0.672,1,1.1,0.3,1.3,1.6,1.7,1,0,5.2
Alex Robinson,TAMU,32,18.8,2,4.8,0.419,0.4,1.1,0.361,0.7,1.2,0.595,1.7,1.4,0.5,1.9,2.3,2.6,0.5,0.1,5.2
Jito Kok,USD,30,23.2,1.8,4.3,0.426,0,0,0,1.5,2.4,0.611,1.2,2.5,1.1,2.4,3.5,0.4,0.4,2.5,5.1
Charles Tucker,TSU,31,21.5,1.4,3.5,0.402,0.5,1.4,0.333,1.9,2.4,0.797,1.7,1.6,0.1,1.2,1.3,2.3,0.4,0,5.1
Mikael Hopkins,GU,33,22.2,1.6,3.7,0.438,0,0,0,1.9,3.1,0.624,1.9,3.3,2.3,3.5,5.8,1.3,1,1.6,5.1
Felix Von Hofe,EWU,33,15.5,1.8,4.3,0.411,1.3,3.1,0.412,0.3,0.6,0.579,0.5,1.3,0.3,1.1,1.4,0.6,0.3,0.3,5.1
Duane Gibson,UE,36,18.5,1.8,3.5,0.52,0,0,0,1.4,2,0.722,1.8,2.8,0.2,1.3,1.6,2.7,1,0.3,5.1
Denzel Keyes,NC A&T,27,19.7,1.8,4.3,0.41,0.4,1.7,0.244,1.1,2,0.585,1,1.4,1.9,2,3.9,0.7,0.6,0,5.1
Brenden Evans,UVU,27,19.5,2,4.7,0.414,0.1,0.2,0.4,1.1,1.7,0.652,1.1,2.9,1.7,2,3.7,1,0.4,0.1,5.1
Gaellen Bewernick,NAU,37,24,2.2,4.7,0.462,0.2,0.9,0.2,0.6,0.9,0.647,1.5,1.6,1.1,3.8,4.9,1,0.5,0.1,5.1
Treg Setty,OU,29,17.7,1.9,4.2,0.463,0.4,1.1,0.333,0.9,1.4,0.61,1.2,2.5,1.1,2.2,3.3,0.9,0.5,0.2,5.1
Gavin Schilling,MSU,39,16.9,2.1,3.6,0.582,0,0,0,0.9,1.9,0.479,0.8,2.9,1.7,2.2,3.8,0.4,0.2,0.6,5.1
Matt Shrigley,SDSU,30,21.1,1.8,5.2,0.34,1.4,4.2,0.325,0.2,0.2,1,0.9,1.3,0.2,1.4,1.6,1,0.8,0.3,5.1
Donovan Gilmore,C of C,32,15.9,2.1,3.9,0.54,0,0.1,0.25,0.9,1.3,0.651,0.9,2,1.3,2.8,4.2,0.1,0.4,0.3,5.1
Boris Bojanovski,FSU,33,16.4,1.7,3,0.576,0,0,0,1.6,2.4,0.675,0.8,1.9,1.1,2.3,3.4,0.5,0.7,1.3,5.1
Anthony D'Orazio,RU,33,23.5,1.9,4.8,0.392,0.6,1.9,0.317,0.7,1.2,0.6,1.2,1.9,0.6,2.3,2.9,2.1,1.2,0.2,5.1
Eric Robertson,USD,32,19.1,1.8,4.2,0.437,0.2,0.5,0.333,1.2,1.8,0.696,0.5,3,1.2,2.1,3.2,0.2,0.4,0.7,5.1
Tarique Thompson,HP,33,16.8,1.9,4.1,0.463,0,0.1,0.333,1.2,1.6,0.741,0.6,1.5,1,1.6,2.6,0.8,0.4,0.3,5.1
Steven Kaspar,BU,34,22.3,1.4,3.2,0.436,0.4,1,0.364,1.9,2.6,0.711,1.4,2.4,0.4,2.4,2.7,3.6,1,0.4,5.1
Connor Lammert,UT,34,22.1,1.7,4.4,0.399,0.8,2.6,0.295,0.8,1.3,0.636,0.9,1.9,1.3,4.1,5.4,1.3,0.5,0.4,5.1
Jordan Bell,UO,35,23.7,2.4,4,0.597,0,0,0,0.3,0.6,0.5,1.1,2.7,1.9,4.2,6.1,1.3,0.8,2.7,5.1
Jordan Burgess,VCU,35,22.3,1.7,4.6,0.364,0.7,2.6,0.264,1,1.9,0.538,0.8,1.8,1.1,3.2,4.3,0.8,0.6,0.5,5.1
Richie Lewis,NSU,26,25.8,1.7,4.6,0.37,0.2,0.8,0.2,1.5,2.2,0.684,2.9,2.7,0.5,1.7,2.2,2.6,1.7,0.2,5
Kelvin Penn,FAU,29,26.9,2.2,3.9,0.553,0,0,0,0.7,1.3,0.526,1.2,3.3,2.8,3.5,6.3,0.9,0.7,1.4,5
Donte Pretlow,MSU,31,25.3,1.9,7.3,0.258,0.3,1.6,0.184,1,1.9,0.525,1.9,1.8,0.6,1.9,2.5,3.3,1.1,0.1,5
Igor Hadziomerovic,BSU,33,23.8,1.7,3.7,0.455,0.5,1.1,0.417,1.2,1.8,0.672,1.6,1.6,0.8,2.3,3.1,2.7,0.5,0.2,5
Zech Smith,MSU,28,23.7,2.1,3.9,0.527,0,0,0,0.9,1.7,0.511,0.8,2.1,3.4,3.5,7,0.1,0.3,1.5,5
Yante Maten,UGA,32,18.2,1.8,4.3,0.416,0,0,0,1.4,2.2,0.648,0.9,2.1,1.8,2.5,4.2,0.2,0.3,1.4,5
Larry Toomey,USMA,30,21.7,1.8,4.4,0.406,0.8,2.4,0.338,0.6,1.2,0.514,1.1,2.6,1.3,2.9,4.2,1.3,0.7,0.3,5
Paul White,GU,33,18.4,1.8,4.4,0.404,0.7,1.8,0.377,0.7,1,0.706,0.9,1.9,0.4,2.4,2.8,1.2,0.4,0.6,5
Brandon Graham,ASU,29,17.6,1.7,4,0.419,0.3,1.6,0.217,1.3,2,0.638,1,2.6,1,2,3.1,0.7,0.5,0.8,5
Joshua Meier,CSU,31,20.7,1.9,5.1,0.371,0,0,1,1.2,1.9,0.621,1.9,2.5,2.1,1.9,4,0.6,0.6,0.5,5
Matt Scott,NU,30,17,1.4,4.2,0.325,0.5,1.7,0.32,1.7,2.3,0.754,1.5,1.6,1,1.7,2.7,0.8,0.7,0.1,5
Zjori Bosha,LU,26,18,1.6,5,0.326,1.2,4.2,0.282,0.6,1.1,0.517,0.5,1.8,0.5,1.5,2,0.8,0.9,0,5
Bobby Sharp,UP,31,15.6,1.6,5.4,0.304,1.4,4.4,0.311,0.4,0.5,0.786,0.3,1.5,0,1.1,1.2,0.7,0.4,0,5
Cameron Harvey,STET,31,18.9,1.7,5.5,0.312,1.1,3.4,0.33,0.5,0.6,0.778,0.8,1.3,0.2,1.1,1.2,0.5,0.1,0,5
Donte Ingram,L-IL,37,18.3,1.9,4.3,0.447,0.6,1.6,0.373,0.5,0.8,0.645,0.7,1.6,0.7,2.4,3.1,0.6,0.3,0.1,5
Khaliq Spicer,KSU,35,22.6,1.9,3.8,0.515,0,0,0,1.1,2.2,0.5,0.9,2.2,2.3,3.7,6,0.3,0.4,1.5,5
Aleksa Nikolic,MU,32,26,2,7,0.28,0.4,2,0.203,0.6,0.9,0.714,3,2,0.7,3.4,4.1,3.5,1.1,0.1,5
Devonte Hall,NSU,32,20,1.9,5.5,0.345,0.2,1.5,0.146,0.9,1.3,0.698,1.2,2.4,0.6,1.5,2.1,1.8,1,0.1,5
James Whitaker,NC A&T,32,16.2,1.6,4.8,0.323,0.5,2.2,0.229,1.3,1.8,0.768,1.3,1.3,0.6,1.1,1.7,0.3,0.5,0.2,5
Desmond Simmons,SMC,31,27.8,1.5,4.5,0.348,0.9,2.7,0.349,0.9,1.3,0.744,1.1,2.7,2,4.3,6.4,1.4,1,0.2,5
Justin Jordan,UWM,30,21.4,1.7,4.6,0.377,0.7,2.3,0.324,0.8,1.2,0.639,1.1,1.4,0.3,1.9,2.2,1.1,0.3,0.1,5
Christian Wilson,UTSA,26,17.2,1.5,5.1,0.288,0.4,1.7,0.25,1.6,2.8,0.568,1.3,2,0.9,1,1.9,1.6,0.7,0.1,5
Matt Thomas,ISU,32,15.2,1.7,4.5,0.368,1,3,0.33,0.6,0.9,0.714,0.5,1.1,0.2,1.8,2,0.7,0.3,0.1,4.9
Marcus Bartley,SLU,32,19.2,1.6,3.9,0.413,1.2,2.7,0.43,0.5,0.9,0.586,1.4,2.6,0.2,1.5,1.7,1.7,0.4,0.1,4.9
Corey Edwards,GMU,30,24.4,1.5,4.3,0.354,0.9,2.6,0.329,1,1.3,0.75,1.6,2.4,0.1,1.6,1.7,2.5,1.5,0,4.9
Corey Spence,UNC,30,20.9,1.6,4.3,0.383,0.4,1.4,0.286,1.3,1.5,0.844,1.2,1.5,0.5,1.5,2,2.1,0.7,0,4.9
Brandon Alston,LU,30,15.8,1.5,4,0.38,0.5,1.3,0.359,1.4,1.9,0.737,1.3,1.5,0.4,1.1,1.5,0.7,0.2,0,4.9
D.J. Bryant,SST,30,15.7,1.7,5.4,0.323,1.2,4.1,0.301,0.2,0.3,0.875,1.1,1.3,0.3,0.6,0.9,0.4,0.2,0,4.9
Jalen Chapman,WIU,26,17.4,2,4.7,0.421,0,0,0,1,1.9,0.52,1.7,2.2,1.3,3,4.3,0.5,1,0.7,4.9
John Golden,DART,22,24.7,1.9,5,0.385,0.4,1.5,0.242,0.7,1.2,0.615,1.1,1.8,0.7,2.2,2.9,1.5,0.8,0.2,4.9
Marcus Wallace,SEMO,29,15.9,1.6,3.4,0.47,0.4,1.2,0.382,1.2,1.8,0.686,1.2,1.7,0.5,1.1,1.7,1.5,1.2,0.1,4.9
Alex Davis,CSUF,25,24,1.7,3.6,0.467,0,0.1,0,1.5,2.2,0.704,1.4,3.2,1.4,2.6,3.9,0.5,0.7,0.9,4.9
Dallas Ennema,ALB,33,19.2,1.6,4.2,0.388,0.8,2.6,0.326,0.8,1.1,0.676,0.5,1.3,0.4,1.6,2,0.5,0.2,0.1,4.9
Arkeem Joseph,UTM,30,15.5,2.3,4.4,0.523,0,0,0,0.3,0.9,0.296,1,1.7,1.4,1.4,2.8,0.2,0,0.1,4.9
Jerome Segura,FU,30,20.8,2,5.4,0.364,0.4,1.5,0.283,0.5,1,0.484,2,1.6,0.2,1,1.2,2.1,0.5,0.1,4.9
Khaleen Pinkett,SST,30,23.7,1.9,5,0.383,0.1,0.7,0.19,0.9,2,0.459,2.9,2,0.6,1.5,2.1,1.1,1.5,0.1,4.9
Jordon Granger,AU,34,23.1,1.8,3.8,0.465,0.8,2.1,0.37,0.5,0.9,0.581,1.2,2.5,1.1,2.3,3.4,1,0.6,0.6,4.9
Dallas Cameron,SFA,34,19.1,1.4,3.4,0.409,0.6,1.6,0.389,1.5,2,0.725,1.3,1.5,0.3,1.1,1.4,1.4,0.6,0.1,4.9
Ray Rodriguez,FIU,32,21.1,1.5,4,0.372,1.2,3.2,0.359,0.7,1,0.688,1.3,1.3,0.2,1.5,1.8,1.6,0.4,0,4.8
Jason Todd,UP,31,23.3,1.8,3.8,0.475,0.7,1.6,0.44,0.5,0.9,0.593,0.9,1.1,0.9,2.6,3.6,1.6,0.5,0.1,4.8
Jamal Branch,STJ,30,22.4,2,4.2,0.465,0.3,1,0.323,0.6,0.8,0.739,1,1.7,0.5,1.9,2.5,2.4,0.6,0,4.8
Brandon Conley,ORU,34,18.3,1.9,3.3,0.558,0,0,0,1.1,1.7,0.644,1.2,3.2,1.3,2.2,3.6,0.5,0.4,0.9,4.8
Dakota Mathias,PU,34,19.6,1.5,4.7,0.327,1.1,3.5,0.322,0.6,0.9,0.71,0.8,1.7,0.1,2,2.1,1.4,0.5,0.1,4.8
Isaac Cohen,COM,28,28.6,2.1,3.4,0.625,0.1,0.4,0.364,0.4,1,0.393,1.5,2.2,1.2,4.1,5.4,4,0.6,0.3,4.8
Fabijan Krslovic,UM,33,25.1,1.9,3.6,0.521,0,0,0,1.1,1.9,0.547,1,2.5,1.8,3,4.7,1.1,1.1,0.6,4.8
P.J. Hardwick,ASU,27,28.7,1.6,4.4,0.353,0.1,0.4,0.2,1.6,2,0.8,2.2,2,0.8,2.4,3.1,4.8,0.7,0,4.8
Troy Reid-Knight,UM,27,19.1,1.6,3.7,0.426,0.7,2,0.364,0.9,1.4,0.649,1.5,2.2,0.7,1.6,2.3,1.3,0.7,0.1,4.8
Collin Hartman,IU,32,19.7,1.6,3.2,0.5,0.9,1.9,0.475,0.7,1.1,0.657,0.7,2.2,1.4,1.6,3.1,0.8,0.5,0.6,4.8
Justin Johnson,WKU,31,15.5,1.9,3.8,0.504,0,0.1,0,0.9,2.2,0.433,0.6,1.5,1.5,2.6,4.1,0.7,0.4,0.5,4.8
Trevante Drye,TU,31,24.2,1.6,3.7,0.447,0.1,0.4,0.182,1.5,2.6,0.562,1.4,2.6,2,2.9,4.9,0.7,0.6,0.2,4.8
D.J. McCall,IUPUI,31,21.4,1.7,4,0.419,0.2,0.6,0.316,1.3,2,0.639,1.8,1.6,1,1.9,2.9,1.2,0.6,0,4.8
Omar Sherman,UM,36,16.5,1.9,4.3,0.429,0.7,2.2,0.304,0.4,0.6,0.652,0.3,1.6,0.6,1.7,2.3,0.5,0.2,0.6,4.8
Noah Knight,UMKC,25,15.8,1.4,3.6,0.393,0.4,1.6,0.268,1.6,2.7,0.582,1.1,2.4,0.8,1.4,2.2,1.3,1.4,0,4.8
Larry Lewis,UTSA,25,15.2,1.6,3.9,0.402,0.2,0.8,0.263,1.5,2.4,0.627,1.3,1.1,0.5,0.7,1.2,1.4,0.8,0,4.8
Anthony Clemmons,UI,34,19.9,1.4,3.7,0.381,0.6,1.7,0.373,1.3,1.8,0.75,1.1,1.6,0.4,1.6,1.9,1.9,0.7,0,4.8
Allerik Freeman,BU,34,17.1,1.6,3.8,0.426,0.6,1.8,0.323,1,1.4,0.702,1.1,0.9,0.5,1.4,1.9,1,0.3,0,4.8
Cheikh Sane,MU,32,17.9,1.6,3.9,0.419,0,0.2,0.167,1.5,2.5,0.6,1.4,2.9,1.8,2.6,4.4,0.8,0.5,0.5,4.8
Shaun Stewart,YSU,32,17.2,1.6,4.8,0.342,1,3.2,0.301,0.6,0.8,0.692,0.7,1.2,0.4,1.6,2,1.1,0.3,0.1,4.8
Caleb Martin,NCST,36,16.6,1.5,4.1,0.356,0.7,2.3,0.305,1.1,1.6,0.695,0.7,1.1,0.7,2.1,2.9,0.7,0.3,0.3,4.8
Darrell Davis,DAY,36,18.7,1.5,3.9,0.383,1.3,2.9,0.452,0.5,0.6,0.739,0.7,1.5,0.1,1.6,1.6,0.6,0.4,0.1,4.8
Jordan Johnson,TTU,27,16,1.6,4.2,0.389,1.1,2.9,0.39,0.4,0.5,0.786,0.7,0.9,0.3,1,1.2,1.1,0.3,0.1,4.8
Demontez Loman,TSU,31,25.9,1.9,4.3,0.447,0,0,0,1,1.9,0.5,1.3,3.2,1.6,4.1,5.7,0.7,0.7,1.3,4.8
Jamari Traylor,KU,35,20.4,1.9,3.9,0.486,0,0,0,0.9,1.6,0.6,1.5,2.3,1.5,2.2,3.7,0.9,0.8,1.1,4.8
Jacorey Williams,U of A,36,16.2,2,5,0.408,0,0,0,0.7,1.6,0.424,0.9,1.8,0.9,1.9,2.8,1.1,0.7,0.4,4.8
Aaron Simpson,DEP,32,17,1.6,4.1,0.382,0.8,2.4,0.346,0.8,1.2,0.676,1,1.7,0.5,1.5,2,1.1,0.4,0.1,4.8
Ryan Kemrite,LIB,32,15.2,1.4,3.3,0.43,1.1,2.6,0.439,0.8,1.4,0.545,0.6,1.7,0.4,1.2,1.5,0.4,0.6,0,4.8
Nyles Evans,AKR,35,19.2,1.7,4.5,0.376,0.9,2.7,0.337,0.5,0.7,0.696,0.9,1.8,0.5,2.1,2.5,1.6,0.9,0,4.7
Loomis Gerring,MSU,31,19.1,1.7,4.8,0.356,0.1,0.6,0.167,1.2,1.8,0.691,1.2,2.1,1.5,2.1,3.6,0.6,0.5,0.2,4.7
Evan Smotrycz,UMD,27,19.7,1.4,4.5,0.322,0.7,2.3,0.29,1.2,1.6,0.762,1.1,2,0.9,3.3,4.1,1.3,0.5,0.4,4.7
Chase Comier,GSU,23,29.4,1.3,4.7,0.278,0.2,1.4,0.156,1.9,3.1,0.62,2.5,2.6,0.5,2.5,3,3.3,1.2,0,4.7
Duje Dukan,UW,38,15.9,1.6,4.1,0.387,0.8,2.4,0.319,0.8,1.2,0.674,0.7,1.3,0.7,1.8,2.6,0.6,0.2,0.1,4.7
Robert Heyer,BSU,34,20.7,1.6,3,0.524,0.6,1.6,0.415,0.9,1.1,0.861,0.7,1.9,1.3,1.9,3.1,0.7,0.4,0.2,4.7
Riley Norris,UA,34,20.9,1.6,4.3,0.379,0.7,2.2,0.338,0.8,1.3,0.605,0.9,2.3,1.2,3,4.2,0.6,0.6,0.2,4.7
Dominique Collier,CU,30,19.3,1.6,4.6,0.345,0.6,2.2,0.269,0.9,1.5,0.609,1.3,2.4,0.3,1.4,1.7,1.5,0.6,0.2,4.7
Brad Schaub,UML,22,24.5,1.8,4.3,0.415,0.7,1.5,0.485,0.5,1,0.455,1.6,2.5,0.5,2.4,3,0.7,0.7,0.2,4.7
Corey Schaefer,LU,29,24.7,1.6,4,0.409,0.6,1.7,0.367,0.9,1.1,0.806,0.9,1.1,0.2,2.9,3.1,1.4,0.3,0,4.7
Khalid Nwandu,MSMU,29,19.7,1.8,4.1,0.441,0,0.1,0.25,1.1,2.3,0.471,1.9,1.8,1,1.8,2.8,2.1,0.8,0,4.7
Bryant Rucker,UD,29,18.3,1.7,3.7,0.462,0.6,1.7,0.347,0.8,1.1,0.688,1.1,2,0.2,1.3,1.5,1.3,0.4,0,4.7
Madison Jones,WF,32,21,1.6,3.7,0.427,0,0.1,0,1.6,2.7,0.593,1.9,2,0.3,2,2.3,3,1.1,0.2,4.7
Jubril Adekoya,VAL,32,19.8,1.8,3.7,0.479,0,0.1,0.333,1.2,2.1,0.559,0.9,2.3,1.6,2.6,4.2,0.7,0.5,0.2,4.7
Marvin Singleton,UNI,35,25,1.9,3.6,0.528,0.1,0.4,0.143,0.8,1.3,0.644,0.9,1.7,2.1,2.9,4.9,0.7,0.3,0.1,4.7
J.J. Thompson,SEMO,28,21.4,1.6,4.1,0.395,0.5,1.2,0.455,1,1.4,0.692,1.7,1.8,0.4,1.2,1.7,2.8,0.6,0,4.7
K.J. Rose,FU,28,23.1,1.5,4.8,0.313,0.4,1.2,0.294,1.4,2.3,0.585,2,1.9,0.5,2.1,2.6,2.7,0.9,0.1,4.7
Dominique Major,SFU,31,18,1.4,4.8,0.297,1.3,4.2,0.308,0.6,0.8,0.692,0.5,1,0.1,0.5,0.6,0.6,0.5,0,4.7
Everett Osborne,UTRGV,31,15.8,1.5,4.5,0.343,0.4,1.3,0.293,1.2,1.6,0.76,1.1,1.2,0.4,1,1.4,0.7,0.3,0.2,4.7
Justin Mitchell,WRST,27,17.8,1.7,3.6,0.469,0,0,0,1.3,1.9,0.673,0.7,1.8,0.6,2.4,3,1.2,0.9,0.2,4.7
Jeff Roberson,VU,33,19.3,1.5,3.1,0.485,0.5,1,0.455,1.2,1.9,0.625,1.5,2.6,1,2.1,3.1,1.1,0.4,0.3,4.7
Jeremiah Ingram,NCCU,33,15.7,1.4,2.6,0.541,0.1,0.3,0.222,1.8,3,0.616,1.4,2.5,1.2,1.6,2.8,0.5,0.6,0.3,4.7
Michael Bolden,POLY,29,23,1.6,4.7,0.331,1,3.3,0.309,0.6,0.8,0.727,0.3,1.2,0.7,1.6,2.2,0.7,0.8,0.2,4.7
Cortez Conners,CSUB,32,15.6,1.6,4.4,0.369,0.9,2.5,0.354,0.6,0.6,0.947,0.8,1.6,0.4,1.1,1.5,0.8,0.6,0,4.7
Bobby Ahearn,BU,31,19.8,2,3.8,0.521,0,0,0,0.7,1.5,0.5,1.1,2.8,1.8,2.3,4.1,0.4,0.5,0.3,4.7
Michael Calder,IPFW,31,15.5,1.5,3.5,0.422,0.7,1.7,0.434,1,1.5,0.625,1.5,1.3,0.2,1.9,2.1,1.2,0.4,0,4.7
Iverson Fleming,LIU,30,18.5,1.5,4.4,0.348,0.7,2.3,0.324,0.9,1.3,0.65,1.1,2.1,0.2,0.9,1.1,1.4,0.8,0,4.7
Mack Foster,ULM,38,17.8,1.8,4.5,0.395,0.6,2.1,0.295,0.5,0.8,0.562,0.8,1.4,0.5,1.3,1.8,0.9,0.6,0.2,4.7
Isaac Thornton,SJSU,29,27.8,1.6,5.4,0.288,0.3,2,0.169,1.2,1.9,0.625,2.3,3,0.4,2.9,3.3,2.2,1.2,0.8,4.7
Zavion Williams,APSU,23,16.2,1.7,4.6,0.358,0.5,1.9,0.25,0.9,1.3,0.645,1.7,2.2,0.6,1.3,1.9,1.8,1,0,4.7
Vasa Pusica,USD,31,15.2,1.5,3.9,0.388,0.4,1.5,0.283,1.2,1.6,0.755,0.9,1.8,0.5,1.6,2.1,1.4,0.5,0.1,4.6
Dom Hoffman,BU,28,15.6,1.9,4.4,0.443,0,0.2,0.2,0.8,1.1,0.677,1.1,1.3,1.4,1.7,3.1,0.8,0,0.2,4.6
Jason McClellan,UIC,25,16.8,1.8,4.6,0.386,0.5,1.8,0.267,0.6,0.8,0.8,0.6,2.4,1.4,2.5,4,0.4,0.4,0.7,4.6
Jacob Schulte,USCU,36,17.9,1.9,3,0.642,0,0,0,0.8,1.7,0.443,0.7,1.9,1.7,1.7,3.4,0.3,0.3,1.1,4.6
T.J. Shipes,GSU,33,20.8,1.9,3.3,0.574,0,0,0,0.9,1.8,0.492,0.7,3.1,1.7,2.2,3.9,0.2,0.7,0.5,4.6
Eddie Keith,TU,30,18.2,1.4,3.7,0.369,0.1,0.6,0.167,1.8,3.1,0.574,1.8,2.5,0.7,1.7,2.4,1.4,0.4,0.5,4.6
Maurice Wiltz,SIUE,26,16.7,1.4,3.8,0.367,0.7,2.2,0.339,1.1,1.6,0.69,0.6,1.7,0.1,1.3,1.4,1,0.5,0,4.6
Zach Gengler,PSU,22,18.9,1.6,4,0.398,0.7,2,0.333,0.7,0.9,0.8,0.7,2.2,0.3,2.2,2.5,1.4,0.6,0,4.6
Jermaine Sanders,UC,34,20.9,1.6,4.2,0.382,0.7,2.6,0.27,0.6,1.1,0.564,0.6,1.1,0.9,2.1,3,0.9,0.5,0.1,4.6
Bola Olaniyan,SIU,31,16.4,1.8,4,0.447,0,0,0,1,1.7,0.604,1.4,2.4,2,2.4,4.5,0.5,0.7,0.2,4.6
Ayron Hutton,QU,26,20.3,1.6,5.1,0.318,1.2,3.2,0.357,0.2,0.4,0.455,1.6,1.7,0.5,2,2.5,2.4,0.4,0,4.6
Kevin Bleeker,CAN,33,17.6,1.6,3.7,0.443,0.4,1.4,0.283,0.9,1.2,0.75,1.2,2.3,1.4,2.6,4,1,0.4,0.9,4.6
Austin Quick,UCR,30,18.4,1.6,4.1,0.387,0.5,1.8,0.273,0.9,1.6,0.553,1.3,1.8,0.6,1.7,2.3,2.2,0.9,0.1,4.6
Willy Kouassi,KENN,27,19.3,1.9,4,0.467,0,0,0,0.9,2,0.426,1.5,2.9,1.4,3.6,5,0.1,0.1,1.3,4.6
Wes Cole,UHA,27,16.8,1.5,4.9,0.305,1,3.4,0.301,0.6,0.6,0.882,0.7,1.1,0.4,0.6,0.9,0.5,0.5,0,4.6
Antwoine Anderson,FORD,29,18.3,1.3,3.5,0.366,0.3,1,0.321,1.7,2.6,0.662,2.1,2.1,0.2,0.9,1.1,2.4,0.8,0.2,4.6
Demetris Morant,FGC,33,18.9,1.9,3.4,0.571,0,0,0,0.7,1.3,0.5,0.8,2.8,2.2,2.3,4.4,0.2,0.2,1.3,4.5
Christian Behrens,Cal,30,17.1,1.8,3.6,0.491,0,0,0,1,1.8,0.566,0.7,2.6,1.2,2.1,3.3,0.3,0.2,0.4,4.5
Joe Bramanti,UNH,25,25.2,1.3,3.2,0.405,0.4,0.9,0.435,1.6,2.8,0.565,1.5,2.6,0.6,2.7,3.3,2.4,0.8,0,4.5
Tim Smallwood,UNO,25,15.2,1.6,4.4,0.358,0.7,2.8,0.261,0.7,1.4,0.5,0.9,1.6,0.3,1.7,2,0.9,0.8,0.1,4.5
Greg Louis,PENN,27,19,2,3.5,0.558,0,0,0,0.6,1.2,0.5,1.2,2.7,1.4,2.6,4,0.6,0.6,0.6,4.5
Jevon Thomas,KSU,31,25.8,1.5,3.8,0.378,0.3,0.9,0.286,1.4,2.6,0.525,2.3,2.7,0.6,2.3,3,3.3,1.1,0,4.5
Christopher Hyder,SUBR,35,29.1,1.5,3.6,0.416,0.1,0.4,0.154,1.5,2.1,0.712,1.7,1.9,0.7,3.1,3.9,3.9,1.3,0,4.5
BeeJay Anya,NCST,36,19.4,1.8,2.9,0.61,0,0,0,0.9,1.7,0.557,1.1,2.7,1.6,2.7,4.3,0.2,0.1,2.5,4.5
Ed Drew,PC,32,18.3,1.8,3.9,0.472,0,0.2,0.2,0.8,1.3,0.581,0.9,1.8,1.4,1.9,3.3,0.4,0.5,0.6,4.5
Ke'Ron Brown,HU,30,22,1.6,4.9,0.327,0.2,1.4,0.143,1.1,2.2,0.508,1.4,2.6,0.7,2.1,2.8,1.4,1.5,0.3,4.5
Gabe McCray,SCSU,32,16.2,1.7,4.3,0.394,0.1,0.7,0.13,1,1.9,0.532,1.2,2,1.2,2.8,4,0.2,0.6,0.1,4.5
Tristian Curtis,CCU,33,21.6,1.7,3.2,0.538,0,0,0,1,2,0.515,0.8,2.2,2.5,3.7,6.2,0.2,0.2,0.7,4.5
Tarin Smith,UNL,31,17.6,1.7,3.8,0.445,0.3,1,0.333,0.7,1.2,0.605,0.8,1.3,0.4,1.2,1.6,0.7,0.6,0.3,4.5
Muhammad-Ali Abdur-Rahkman,UM,29,19,1.8,4.3,0.419,0.4,1.4,0.293,0.5,0.5,0.933,1,1.5,0.3,1.4,1.7,0.9,0.6,0,4.5
Marshall Harris III,CIT,27,20.4,1.3,2.6,0.5,0.8,1.6,0.5,1.1,1.2,0.906,2,1.6,0.3,0.9,1.3,2.9,1,0,4.5
Trent Whiting,UAPB,32,17.2,1.8,3.7,0.496,0.1,0.4,0.143,0.7,1.1,0.676,1.2,1.7,0.7,1.7,2.3,0.9,0.8,0.4,4.5
